transaction_id,timestamp,transaction_type,merchant_category,amount_inr,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,is_weekend,transaction_status,fraud_flag,anomaly_score,anomaly_risk_band
TXN0000027528,2024-09-18 12:11:10,P2M,Fuel,539,36-45,18-25,Telangana,IndusInd,Kotak,Web,WiFi,12,0,SUCCESS,0,0.514758625637162,High Anomaly
TXN0000089163,2024-12-17 08:04:11,Recharge,Grocery,288,56+,46-55,Maharashtra,IndusInd,Kotak,iOS,4G,8,0,SUCCESS,0,0.5147555903827382,High Anomaly
TXN0000024694,2024-02-09 09:18:17,P2M,Healthcare,187,18-25,36-45,Delhi,Kotak,PNB,Web,3G,9,0,SUCCESS,0,0.5147496837974506,High Anomaly
TXN0000177575,2024-03-30 03:04:15,P2P,Healthcare,860,46-55,26-35,Andhra Pradesh,PNB,ICICI,iOS,WiFi,3,1,SUCCESS,0,0.5147457916306832,High Anomaly
TXN0000143900,2024-10-20 19:29:16,P2M,Fuel,1464,18-25,18-25,West Bengal,Kotak,PNB,iOS,3G,19,1,SUCCESS,0,0.5147378989059918,High Anomaly
TXN0000217734,2024-03-18 21:28:39,Bill Payment,Grocery,1008,56+,46-55,Delhi,SBI,SBI,iOS,WiFi,21,0,SUCCESS,0,0.5147321946843367,High Anomaly
TXN0000129636,2024-03-31 08:30:07,Bill Payment,Entertainment,338,18-25,18-25,Rajasthan,IndusInd,ICICI,iOS,WiFi,8,1,SUCCESS,0,0.5147100069641002,High Anomaly
TXN0000091909,2024-12-26 08:36:17,P2M,Entertainment,405,46-55,18-25,Andhra Pradesh,Yes Bank,IndusInd,Web,5G,8,0,SUCCESS,0,0.5147098519188568,High Anomaly
TXN0000031155,2024-11-09 17:28:27,P2P,Other,415,18-25,46-55,West Bengal,PNB,Axis,Web,WiFi,17,1,SUCCESS,0,0.5147064652554137,High Anomaly
TXN0000217406,2024-05-15 18:59:37,P2P,Entertainment,175,46-55,18-25,Gujarat,PNB,ICICI,Web,3G,18,0,SUCCESS,0,0.5147041972476848,High Anomaly
TXN0000030369,2024-03-23 11:59:28,Bill Payment,Utilities,2823,26-35,26-35,Karnataka,HDFC,Kotak,Web,3G,11,1,SUCCESS,0,0.5146997743311049,High Anomaly
TXN0000089937,2024-01-17 14:40:19,Recharge,Fuel,2035,36-45,18-25,Tamil Nadu,Kotak,Kotak,iOS,3G,14,0,SUCCESS,0,0.5146969263381597,High Anomaly
TXN0000029548,2024-07-28 11:33:56,Recharge,Food,952,26-35,26-35,Karnataka,HDFC,PNB,Web,WiFi,11,1,SUCCESS,0,0.5146851698423277,High Anomaly
TXN0000142849,2024-11-24 06:20:30,Bill Payment,Food,626,56+,46-55,Telangana,Axis,ICICI,iOS,4G,6,1,SUCCESS,0,0.514682215920365,High Anomaly
TXN0000074741,2024-10-19 09:40:51,Recharge,Grocery,1540,36-45,56+,Karnataka,Axis,HDFC,Android,3G,9,1,SUCCESS,0,0.5146794206354905,High Anomaly
TXN0000074251,2024-05-14 01:13:47,Bill Payment,Utilities,6815,56+,26-35,Telangana,HDFC,Axis,iOS,4G,1,0,SUCCESS,0,0.5146617172205192,High Anomaly
TXN0000162053,2024-08-10 10:45:11,Bill Payment,Transport,203,46-55,26-35,Uttar Pradesh,SBI,IndusInd,iOS,WiFi,10,1,SUCCESS,0,0.5146583974822172,High Anomaly
TXN0000177074,2024-11-15 11:44:06,P2M,Utilities,2245,18-25,36-45,Rajasthan,Axis,IndusInd,Web,WiFi,11,0,SUCCESS,0,0.5146542342287188,High Anomaly
TXN0000166129,2024-05-26 21:26:34,Bill Payment,Fuel,3940,26-35,46-55,Uttar Pradesh,Axis,Axis,iOS,WiFi,21,1,SUCCESS,0,0.5146496267838042,High Anomaly
TXN0000164274,2024-11-11 12:43:50,P2M,Other,756,18-25,56+,Delhi,ICICI,SBI,Web,3G,12,0,SUCCESS,0,0.5146426039188786,High Anomaly
TXN0000095429,2024-12-17 13:31:15,Bill Payment,Utilities,5915,26-35,56+,Tamil Nadu,ICICI,Yes Bank,iOS,WiFi,13,0,SUCCESS,0,0.5146402041440639,High Anomaly
TXN0000079461,2024-12-14 15:26:13,Recharge,Other,1280,36-45,18-25,Tamil Nadu,SBI,HDFC,iOS,3G,15,1,FAILED,0,0.5146395442336191,High Anomaly
TXN0000151307,2024-02-25 10:21:49,Recharge,Fuel,3716,18-25,18-25,Tamil Nadu,HDFC,ICICI,Web,4G,10,1,SUCCESS,0,0.5146387242635212,High Anomaly
TXN0000086710,2024-09-21 16:01:43,Bill Payment,Fuel,585,36-45,26-35,Andhra Pradesh,SBI,IndusInd,iOS,WiFi,16,1,SUCCESS,0,0.5146333096837226,High Anomaly
TXN0000001088,2024-09-09 18:12:00,P2P,Grocery,631,46-55,56+,Telangana,Kotak,Yes Bank,iOS,3G,18,0,SUCCESS,0,0.5146331434101853,High Anomaly
TXN0000072509,2024-06-12 18:07:24,P2M,Healthcare,774,18-25,56+,Andhra Pradesh,Kotak,ICICI,iOS,5G,18,0,SUCCESS,0,0.5146218149976457,High Anomaly
TXN0000050405,2024-01-05 00:33:23,Bill Payment,Grocery,3664,26-35,56+,Delhi,SBI,Kotak,iOS,WiFi,0,0,FAILED,0,0.5146193725877005,High Anomaly
TXN0000019251,2024-05-09 17:40:40,Bill Payment,Shopping,393,26-35,36-45,Telangana,SBI,HDFC,Web,3G,17,0,SUCCESS,0,0.5146148982756776,High Anomaly
TXN0000123132,2024-08-23 01:44:38,Bill Payment,Food,417,26-35,36-45,Telangana,SBI,IndusInd,Web,WiFi,1,0,SUCCESS,0,0.514589169162355,High Anomaly
TXN0000203842,2024-08-18 11:49:48,Bill Payment,Other,626,46-55,56+,Maharashtra,Axis,PNB,iOS,5G,11,1,SUCCESS,0,0.5145818154860805,High Anomaly
TXN0000065253,2024-10-04 12:19:48,P2M,Food,162,36-45,56+,Rajasthan,SBI,Yes Bank,Web,WiFi,12,0,SUCCESS,0,0.5145813167998408,High Anomaly
TXN0000219788,2024-12-13 19:59:17,P2P,Shopping,8062,56+,56+,Karnataka,PNB,ICICI,iOS,5G,19,0,SUCCESS,0,0.5145804425868462,High Anomaly
TXN0000206761,2024-02-20 03:44:10,Bill Payment,Food,396,18-25,18-25,Andhra Pradesh,Kotak,Axis,Web,WiFi,3,0,SUCCESS,0,0.5145750212748308,High Anomaly
TXN0000002620,2024-08-23 05:14:22,P2M,Shopping,1666,56+,56+,Andhra Pradesh,SBI,IndusInd,Android,3G,5,0,FAILED,0,0.5145572086372722,High Anomaly
TXN0000184374,2024-09-01 18:00:37,Recharge,Healthcare,1442,56+,26-35,Tamil Nadu,ICICI,SBI,Android,WiFi,18,1,SUCCESS,0,0.5145513792321971,High Anomaly
TXN0000173158,2024-06-08 16:43:32,P2P,Shopping,180,36-45,18-25,West Bengal,PNB,Axis,iOS,3G,16,1,SUCCESS,0,0.514551224289747,High Anomaly
TXN0000239468,2024-06-01 20:21:22,P2P,Entertainment,1020,18-25,46-55,Telangana,Yes Bank,IndusInd,iOS,WiFi,20,1,SUCCESS,0,0.514551001873789,High Anomaly
TXN0000108537,2024-11-05 18:18:54,Bill Payment,Education,6337,18-25,46-55,Gujarat,SBI,IndusInd,Web,5G,18,0,SUCCESS,0,0.5145473915078824,High Anomaly
TXN0000202105,2024-05-08 01:38:30,Recharge,Grocery,781,56+,36-45,Delhi,Axis,PNB,iOS,4G,1,0,SUCCESS,0,0.5145443944443704,High Anomaly
TXN0000054724,2024-04-27 20:26:22,P2P,Shopping,5936,18-25,46-55,Andhra Pradesh,HDFC,SBI,Web,WiFi,20,1,SUCCESS,0,0.5145441083668397,High Anomaly
TXN0000139214,2024-02-09 12:51:56,P2M,Shopping,1270,46-55,46-55,Delhi,PNB,Axis,iOS,3G,12,0,SUCCESS,0,0.5145427874902985,High Anomaly
TXN0000107830,2024-09-02 21:50:26,P2M,Utilities,425,56+,18-25,Tamil Nadu,Axis,Axis,iOS,WiFi,21,0,SUCCESS,0,0.5145388712654997,High Anomaly
TXN0000040433,2024-10-06 20:25:52,Recharge,Utilities,396,18-25,26-35,Maharashtra,Kotak,HDFC,iOS,3G,20,1,SUCCESS,0,0.5145369569131524,High Anomaly
TXN0000062377,2024-01-09 20:11:24,Bill Payment,Fuel,2014,56+,26-35,Rajasthan,PNB,SBI,Web,5G,20,0,SUCCESS,0,0.5145331182182084,High Anomaly
TXN0000004217,2024-08-08 09:28:14,Recharge,Fuel,1497,56+,36-45,Gujarat,Yes Bank,PNB,Android,WiFi,9,0,FAILED,0,0.5145312868118199,High Anomaly
TXN0000002821,2024-06-16 21:23:35,Bill Payment,Transport,68,26-35,56+,Rajasthan,Kotak,HDFC,iOS,5G,21,1,SUCCESS,0,0.5145244986710962,High Anomaly
TXN0000165798,2024-06-15 12:04:24,P2M,Food,419,46-55,18-25,Karnataka,IndusInd,Kotak,Web,WiFi,12,1,SUCCESS,0,0.514521231921857,High Anomaly
TXN0000173068,2024-10-30 11:39:39,P2M,Fuel,379,56+,56+,Maharashtra,ICICI,Kotak,Web,4G,11,0,SUCCESS,0,0.5145189607458299,High Anomaly
TXN0000124320,2024-05-31 17:57:10,Bill Payment,Fuel,3162,18-25,46-55,Maharashtra,IndusInd,SBI,Web,3G,17,0,SUCCESS,0,0.5145189090837029,High Anomaly
TXN0000106100,2024-03-20 16:16:05,P2M,Food,414,26-35,46-55,West Bengal,IndusInd,Yes Bank,Web,WiFi,16,0,SUCCESS,0,0.5145133386315425,High Anomaly
TXN0000193733,2024-04-28 00:37:56,Recharge,Grocery,1278,18-25,56+,Maharashtra,ICICI,PNB,iOS,5G,0,1,SUCCESS,0,0.5144987754319239,High Anomaly
TXN0000185823,2024-07-04 17:35:48,P2P,Fuel,3809,56+,26-35,Andhra Pradesh,Kotak,Yes Bank,Web,WiFi,17,0,SUCCESS,0,0.5144951952159343,High Anomaly
TXN0000062856,2024-12-15 18:18:06,Bill Payment,Shopping,148,18-25,18-25,Gujarat,IndusInd,Kotak,Web,WiFi,18,1,SUCCESS,0,0.5144916772459714,High Anomaly
TXN0000173011,2024-06-23 18:17:54,Bill Payment,Other,730,56+,18-25,Andhra Pradesh,PNB,SBI,iOS,WiFi,18,1,SUCCESS,0,0.5144752124144452,High Anomaly
TXN0000190741,2024-03-17 11:01:45,Bill Payment,Shopping,235,18-25,18-25,West Bengal,HDFC,HDFC,iOS,WiFi,11,1,SUCCESS,0,0.5144674661803826,High Anomaly
TXN0000059959,2024-09-04 21:13:52,P2M,Food,582,36-45,46-55,Rajasthan,ICICI,SBI,Web,WiFi,21,0,SUCCESS,0,0.5144656994190577,High Anomaly
TXN0000226876,2024-01-06 18:59:18,Bill Payment,Food,103,46-55,56+,Tamil Nadu,ICICI,HDFC,Android,WiFi,18,1,FAILED,0,0.5144535194523154,High Anomaly
TXN0000098491,2024-06-22 12:38:40,Bill Payment,Utilities,240,18-25,46-55,Rajasthan,IndusInd,Yes Bank,Web,4G,12,1,SUCCESS,0,0.5144489957305266,High Anomaly
TXN0000172964,2024-09-01 02:18:04,Bill Payment,Fuel,672,46-55,26-35,Maharashtra,SBI,ICICI,iOS,WiFi,2,1,SUCCESS,0,0.5144446952935582,High Anomaly
TXN0000062355,2024-04-09 12:20:39,Recharge,Utilities,1088,26-35,18-25,Telangana,SBI,Yes Bank,Web,3G,12,0,SUCCESS,0,0.514443395788683,High Anomaly
TXN0000177607,2024-04-20 17:31:01,Recharge,Food,81,26-35,18-25,Gujarat,SBI,Yes Bank,Web,WiFi,17,1,SUCCESS,0,0.5144420928265573,High Anomaly
TXN0000136244,2024-02-25 13:21:39,Recharge,Food,719,46-55,36-45,Uttar Pradesh,PNB,Kotak,iOS,3G,13,1,SUCCESS,0,0.5144377460784506,High Anomaly
TXN0000024340,2024-06-26 14:54:41,Bill Payment,Fuel,1929,18-25,36-45,Tamil Nadu,Kotak,IndusInd,iOS,WiFi,14,0,SUCCESS,0,0.5144183841534249,High Anomaly
TXN0000065341,2024-06-29 18:08:11,P2P,Entertainment,131,56+,26-35,West Bengal,PNB,IndusInd,iOS,5G,18,1,SUCCESS,0,0.514410369358843,High Anomaly
TXN0000047136,2024-09-01 17:57:20,P2M,Utilities,404,36-45,26-35,Uttar Pradesh,ICICI,Axis,Web,WiFi,17,1,SUCCESS,0,0.5144099375806834,High Anomaly
TXN0000179200,2024-07-09 17:53:02,Recharge,Education,779,18-25,36-45,Uttar Pradesh,PNB,HDFC,iOS,WiFi,17,0,SUCCESS,0,0.5143986740309789,High Anomaly
TXN0000149550,2024-05-05 13:07:36,Bill Payment,Utilities,619,56+,26-35,Telangana,IndusInd,ICICI,iOS,5G,13,1,SUCCESS,0,0.5143866772315877,High Anomaly
TXN0000184858,2024-12-02 22:41:40,P2P,Shopping,1540,36-45,36-45,Andhra Pradesh,Axis,Yes Bank,Web,3G,22,0,SUCCESS,0,0.5143862180730777,High Anomaly
TXN0000110192,2024-05-21 16:36:58,P2P,Grocery,2673,56+,46-55,Karnataka,ICICI,PNB,Web,5G,16,0,SUCCESS,0,0.5143841030785219,High Anomaly
TXN0000196324,2024-08-07 13:13:03,P2M,Grocery,391,18-25,56+,Rajasthan,Kotak,PNB,iOS,WiFi,13,0,SUCCESS,0,0.5143825242378872,High Anomaly
TXN0000172593,2024-04-28 20:34:28,Recharge,Transport,105,26-35,18-25,Maharashtra,Yes Bank,PNB,Web,5G,20,1,SUCCESS,0,0.5143790569113627,High Anomaly
TXN0000020585,2024-06-07 14:20:09,Bill Payment,Shopping,1260,46-55,26-35,Maharashtra,Yes Bank,Axis,Web,5G,14,0,SUCCESS,0,0.5143784906437043,High Anomaly
TXN0000091645,2024-01-21 21:32:30,P2P,Entertainment,476,36-45,18-25,Gujarat,HDFC,ICICI,Web,3G,21,1,SUCCESS,0,0.5143761503954496,High Anomaly
TXN0000005026,2024-11-01 13:57:28,P2M,Food,93,46-55,36-45,Rajasthan,Yes Bank,SBI,Web,WiFi,13,0,SUCCESS,0,0.5143644965878175,High Anomaly
TXN0000077475,2024-09-22 23:52:07,Bill Payment,Shopping,1826,26-35,18-25,Rajasthan,PNB,IndusInd,iOS,3G,23,1,SUCCESS,0,0.5143430363207494,High Anomaly
TXN0000073451,2024-11-23 18:14:05,P2M,Fuel,1218,26-35,18-25,Delhi,Axis,Axis,Web,WiFi,18,1,SUCCESS,0,0.5143388181367691,High Anomaly
TXN0000018662,2024-11-05 11:55:55,Recharge,Other,653,46-55,26-35,Andhra Pradesh,HDFC,Axis,iOS,WiFi,11,0,SUCCESS,0,0.514335329827844,High Anomaly
TXN0000224285,2024-02-17 10:13:23,Bill Payment,Transport,92,36-45,46-55,Maharashtra,Axis,Kotak,Web,5G,10,1,SUCCESS,0,0.5143353177979404,High Anomaly
TXN0000178060,2024-05-19 11:38:45,P2P,Entertainment,82,56+,56+,Karnataka,IndusInd,Yes Bank,iOS,4G,11,1,SUCCESS,0,0.5143274379999102,High Anomaly
TXN0000029170,2024-01-08 10:11:38,P2P,Grocery,540,56+,18-25,Maharashtra,Axis,IndusInd,iOS,3G,10,0,FAILED,0,0.5143270629290073,High Anomaly
TXN0000127868,2024-04-07 03:03:37,Bill Payment,Transport,248,18-25,46-55,Uttar Pradesh,PNB,ICICI,Web,5G,3,1,SUCCESS,0,0.5143192876858947,High Anomaly
TXN0000108360,2024-11-06 20:49:08,Bill Payment,Transport,1606,46-55,36-45,Tamil Nadu,Yes Bank,IndusInd,iOS,WiFi,20,0,SUCCESS,0,0.5143184405990376,High Anomaly
TXN0000164921,2024-06-16 19:28:52,Bill Payment,Education,5132,36-45,46-55,Delhi,Yes Bank,HDFC,iOS,5G,19,1,SUCCESS,0,0.5143154710298024,High Anomaly
TXN0000019161,2024-12-07 19:23:54,P2M,Other,474,46-55,18-25,West Bengal,ICICI,PNB,iOS,3G,19,1,SUCCESS,0,0.5142974920784319,High Anomaly
TXN0000224472,2024-06-08 23:18:46,P2P,Utilities,338,56+,26-35,Uttar Pradesh,SBI,Kotak,iOS,3G,23,1,SUCCESS,0,0.5142943219839449,High Anomaly
TXN0000090411,2024-10-04 12:43:35,Bill Payment,Utilities,5018,46-55,36-45,Andhra Pradesh,PNB,HDFC,iOS,WiFi,12,0,SUCCESS,0,0.5142916107700103,High Anomaly
TXN0000057281,2024-06-19 06:10:05,P2P,Shopping,3397,26-35,56+,Karnataka,SBI,PNB,Web,5G,6,0,SUCCESS,0,0.514290751925158,High Anomaly
TXN0000209906,2024-08-11 19:48:25,P2M,Transport,13,26-35,18-25,Tamil Nadu,Axis,ICICI,Web,5G,19,1,SUCCESS,0,0.5142896794815397,High Anomaly
TXN0000024588,2024-10-21 11:24:20,P2M,Fuel,3512,18-25,18-25,Maharashtra,Axis,IndusInd,iOS,3G,11,0,SUCCESS,0,0.5142805288536432,High Anomaly
TXN0000131287,2024-03-29 23:32:04,P2M,Grocery,1305,18-25,46-55,Tamil Nadu,Kotak,IndusInd,Web,WiFi,23,0,SUCCESS,0,0.5142762551154678,High Anomaly
TXN0000201982,2024-07-15 08:19:23,Bill Payment,Other,464,18-25,56+,Andhra Pradesh,PNB,PNB,Android,WiFi,8,0,SUCCESS,0,0.5142710460010318,High Anomaly
TXN0000084655,2024-06-14 16:25:55,P2M,Other,228,56+,46-55,Rajasthan,PNB,PNB,Web,5G,16,0,SUCCESS,0,0.5142557049689226,High Anomaly
TXN0000179382,2024-04-23 10:00:14,P2M,Utilities,11557,56+,36-45,Andhra Pradesh,SBI,Yes Bank,iOS,WiFi,10,0,SUCCESS,0,0.5142529805908428,High Anomaly
TXN0000126788,2024-04-06 12:46:13,P2M,Shopping,619,36-45,56+,Telangana,ICICI,PNB,iOS,5G,12,1,SUCCESS,0,0.5142504567846826,High Anomaly
TXN0000036095,2024-11-24 16:32:27,Bill Payment,Shopping,226,56+,46-55,Uttar Pradesh,ICICI,Yes Bank,iOS,4G,16,1,SUCCESS,0,0.5142442899192934,High Anomaly
TXN0000003513,2024-03-31 10:40:50,P2P,Food,175,26-35,46-55,Telangana,IndusInd,PNB,Web,WiFi,10,1,SUCCESS,0,0.514243929840211,High Anomaly
TXN0000239012,2024-03-17 07:37:03,Bill Payment,Other,761,36-45,36-45,Uttar Pradesh,SBI,PNB,iOS,WiFi,7,1,SUCCESS,0,0.514236345682996,High Anomaly
TXN0000172656,2024-01-04 00:25:12,P2P,Healthcare,433,56+,18-25,West Bengal,IndusInd,ICICI,iOS,5G,0,0,SUCCESS,0,0.5142316683105908,High Anomaly
TXN0000019720,2024-03-25 17:25:38,Bill Payment,Fuel,1801,36-45,56+,Delhi,ICICI,IndusInd,iOS,5G,17,0,SUCCESS,0,0.5142202951643479,High Anomaly
TXN0000001372,2024-11-25 20:04:54,P2P,Education,14588,46-55,18-25,Rajasthan,SBI,PNB,Web,WiFi,20,0,SUCCESS,0,0.5142146579899131,High Anomaly
TXN0000051460,2024-10-07 14:24:32,Bill Payment,Fuel,4503,46-55,46-55,Uttar Pradesh,ICICI,SBI,iOS,5G,14,0,SUCCESS,0,0.514212436363887,High Anomaly
TXN0000085410,2024-08-10 22:51:59,Bill Payment,Utilities,1669,46-55,26-35,Andhra Pradesh,ICICI,HDFC,Android,WiFi,22,1,SUCCESS,0,0.5142055902036899,High Anomaly
TXN0000079931,2024-05-13 19:35:07,Recharge,Grocery,2377,36-45,46-55,Maharashtra,HDFC,Kotak,iOS,WiFi,19,0,SUCCESS,0,0.5142006664147811,High Anomaly
TXN0000086060,2024-12-09 01:02:48,Bill Payment,Other,1835,56+,26-35,Uttar Pradesh,HDFC,PNB,Web,4G,1,0,SUCCESS,0,0.5141993859775204,High Anomaly
TXN0000081563,2024-01-01 18:56:22,Bill Payment,Healthcare,1534,46-55,56+,Rajasthan,HDFC,HDFC,iOS,4G,18,0,SUCCESS,0,0.5141909107286428,High Anomaly
TXN0000163832,2024-02-15 08:39:11,Bill Payment,Education,5690,46-55,36-45,Tamil Nadu,IndusInd,PNB,iOS,5G,8,0,SUCCESS,0,0.5141873273045243,High Anomaly
TXN0000005191,2024-12-26 11:58:15,P2P,Education,13158,36-45,46-55,Maharashtra,ICICI,PNB,iOS,WiFi,11,0,SUCCESS,0,0.5141759940638213,High Anomaly
TXN0000141856,2024-11-04 12:01:47,P2M,Utilities,2389,18-25,56+,Gujarat,HDFC,PNB,iOS,WiFi,12,0,SUCCESS,0,0.5141599238599452,High Anomaly
TXN0000111752,2024-12-28 11:45:13,P2M,Utilities,7185,36-45,18-25,Uttar Pradesh,PNB,IndusInd,Web,WiFi,11,1,SUCCESS,0,0.5141591030180761,High Anomaly
TXN0000141849,2024-03-01 09:06:12,P2P,Entertainment,336,56+,36-45,Maharashtra,ICICI,ICICI,Web,3G,9,0,SUCCESS,0,0.5141500544554172,High Anomaly
TXN0000022211,2024-05-10 01:08:34,P2M,Fuel,490,46-55,56+,Tamil Nadu,HDFC,HDFC,Web,4G,1,0,SUCCESS,0,0.5141455668940857,High Anomaly
TXN0000077741,2024-11-12 11:19:00,P2P,Grocery,1023,46-55,56+,Tamil Nadu,SBI,HDFC,Web,3G,11,0,SUCCESS,0,0.5141431085007144,High Anomaly
TXN0000015542,2024-03-30 16:38:50,P2P,Fuel,2514,18-25,56+,Delhi,Kotak,Kotak,Web,5G,16,1,SUCCESS,0,0.5141385646702642,High Anomaly
TXN0000083214,2024-12-11 16:27:50,Recharge,Entertainment,1177,56+,36-45,Rajasthan,SBI,ICICI,Web,WiFi,16,0,SUCCESS,0,0.5141290200008519,High Anomaly
TXN0000188978,2024-02-03 17:45:26,P2M,Utilities,254,46-55,46-55,Maharashtra,PNB,HDFC,iOS,WiFi,17,1,SUCCESS,0,0.5141167984649002,High Anomaly
TXN0000132153,2024-04-28 21:17:07,Recharge,Utilities,1992,26-35,56+,Rajasthan,HDFC,HDFC,iOS,5G,21,1,SUCCESS,0,0.5141141597591977,High Anomaly
TXN0000242848,2024-06-12 13:01:57,Bill Payment,Healthcare,208,36-45,56+,Andhra Pradesh,HDFC,IndusInd,iOS,5G,13,0,SUCCESS,0,0.5141136606958504,High Anomaly
TXN0000231176,2024-05-27 11:07:57,Recharge,Entertainment,492,18-25,26-35,Rajasthan,Yes Bank,Axis,Web,4G,11,0,SUCCESS,0,0.5141114634833867,High Anomaly
TXN0000117292,2024-01-23 08:38:18,Recharge,Education,2486,56+,18-25,Gujarat,HDFC,IndusInd,Android,5G,8,0,SUCCESS,0,0.5140966029392651,High Anomaly
TXN0000134797,2024-05-17 22:21:06,Bill Payment,Entertainment,267,26-35,56+,Delhi,PNB,Axis,iOS,WiFi,22,0,SUCCESS,0,0.514096197948733,High Anomaly
TXN0000120744,2024-10-19 00:37:43,P2P,Other,466,56+,26-35,Maharashtra,PNB,HDFC,Web,WiFi,0,1,SUCCESS,0,0.5140919244150506,High Anomaly
TXN0000079518,2024-08-09 08:20:46,Bill Payment,Utilities,12296,56+,18-25,West Bengal,SBI,Yes Bank,iOS,5G,8,0,SUCCESS,0,0.5140868220081937,High Anomaly
TXN0000005354,2024-10-21 20:15:05,Recharge,Grocery,2885,36-45,36-45,Gujarat,ICICI,PNB,Web,WiFi,20,0,SUCCESS,0,0.514079952877842,High Anomaly
TXN0000233073,2024-08-17 20:51:02,Bill Payment,Fuel,532,56+,36-45,Maharashtra,HDFC,Axis,Web,4G,20,1,SUCCESS,0,0.5140684771389445,High Anomaly
TXN0000153702,2024-08-22 20:48:33,Bill Payment,Food,544,46-55,36-45,Karnataka,Kotak,ICICI,iOS,WiFi,20,0,SUCCESS,0,0.5140611522232584,High Anomaly
TXN0000174198,2024-01-28 03:45:49,Bill Payment,Fuel,3160,26-35,46-55,Karnataka,HDFC,SBI,Web,4G,3,1,SUCCESS,0,0.5140567282987317,High Anomaly
TXN0000214461,2024-04-30 20:42:05,P2M,Shopping,1600,56+,46-55,Karnataka,Yes Bank,ICICI,iOS,WiFi,20,0,SUCCESS,0,0.5140546772956399,High Anomaly
TXN0000016776,2024-02-25 05:02:55,P2P,Shopping,313,56+,36-45,Karnataka,PNB,Axis,iOS,5G,5,1,SUCCESS,0,0.5140458893458889,High Anomaly
TXN0000238518,2024-06-07 06:47:44,P2P,Shopping,2987,26-35,26-35,Rajasthan,ICICI,IndusInd,Web,WiFi,6,0,SUCCESS,0,0.5140371533185673,High Anomaly
TXN0000086069,2024-02-24 12:47:49,Recharge,Fuel,563,26-35,26-35,Karnataka,Axis,Yes Bank,iOS,WiFi,12,1,SUCCESS,0,0.5140356149349528,High Anomaly
TXN0000105090,2024-10-15 13:14:00,Bill Payment,Food,427,56+,26-35,Andhra Pradesh,IndusInd,Axis,iOS,5G,13,0,SUCCESS,0,0.5140273451608369,High Anomaly
TXN0000232237,2024-12-02 18:09:00,Bill Payment,Utilities,3061,46-55,18-25,Telangana,PNB,PNB,iOS,WiFi,18,0,SUCCESS,0,0.5140206931824401,High Anomaly
TXN0000101965,2024-06-20 15:46:06,P2M,Utilities,2130,56+,18-25,Delhi,Axis,IndusInd,Web,5G,15,0,SUCCESS,0,0.5140206184919461,High Anomaly
TXN0000239377,2024-11-18 11:53:49,Recharge,Healthcare,865,36-45,56+,West Bengal,SBI,HDFC,Web,4G,11,0,SUCCESS,0,0.5140166404890537,High Anomaly
TXN0000027982,2024-07-29 08:26:57,P2M,Fuel,2026,26-35,46-55,Andhra Pradesh,IndusInd,IndusInd,iOS,WiFi,8,0,SUCCESS,0,0.5140161471131325,High Anomaly
TXN0000229739,2024-04-13 22:34:23,P2P,Shopping,658,46-55,18-25,Delhi,Axis,IndusInd,Web,5G,22,1,SUCCESS,0,0.5140011794486367,High Anomaly
TXN0000141205,2024-03-24 10:00:57,Bill Payment,Shopping,4704,46-55,18-25,Delhi,Axis,PNB,Web,4G,10,1,SUCCESS,0,0.5140006197439806,High Anomaly
TXN0000101970,2024-02-08 22:15:04,P2P,Entertainment,136,18-25,46-55,Gujarat,Axis,IndusInd,Web,WiFi,22,0,SUCCESS,0,0.5139958024991831,High Anomaly
TXN0000227802,2024-03-23 16:07:37,Bill Payment,Fuel,2764,18-25,18-25,Rajasthan,PNB,IndusInd,iOS,3G,16,1,SUCCESS,0,0.513990866923456,High Anomaly
TXN0000054079,2024-05-10 07:36:14,Recharge,Food,128,36-45,36-45,Rajasthan,IndusInd,PNB,iOS,WiFi,7,0,SUCCESS,0,0.5139898738748089,High Anomaly
TXN0000224406,2024-01-28 04:54:45,P2P,Grocery,189,26-35,46-55,West Bengal,Yes Bank,IndusInd,Web,5G,4,1,SUCCESS,0,0.5139883832430036,High Anomaly
TXN0000158918,2024-07-06 08:37:57,Recharge,Entertainment,482,36-45,36-45,Tamil Nadu,Kotak,PNB,iOS,4G,8,1,SUCCESS,0,0.5139819324846351,High Anomaly
TXN0000215449,2024-05-17 23:39:32,P2P,Transport,159,46-55,18-25,Tamil Nadu,IndusInd,ICICI,Web,WiFi,23,0,SUCCESS,0,0.5139811621544461,High Anomaly
TXN0000201169,2024-05-04 10:28:14,P2M,Shopping,7902,26-35,26-35,Andhra Pradesh,ICICI,SBI,Web,3G,10,1,SUCCESS,0,0.5139789861247563,High Anomaly
TXN0000220758,2024-03-18 04:21:03,P2P,Grocery,1326,18-25,18-25,Telangana,HDFC,IndusInd,Web,3G,4,0,SUCCESS,0,0.5139709428717781,High Anomaly
TXN0000131741,2024-06-23 19:24:28,Recharge,Shopping,9707,46-55,56+,Maharashtra,SBI,IndusInd,Android,5G,19,1,SUCCESS,0,0.5139652482826887,High Anomaly
TXN0000193288,2024-04-14 19:23:52,Recharge,Education,6058,26-35,26-35,Karnataka,HDFC,PNB,Web,5G,19,1,SUCCESS,0,0.5139643998908113,High Anomaly
